csv_player_name,source_player_name,team,previous_ovr,final_decision_ovr,delta,changed,match_mode,source_file,source_line
Scottie Barnes (2025-26),Scottie Barnes (2025-26),Toronto Raptors,90,89,-1,yes,exact,src/data/players-current-2026.ts,259
Sean Elliott (Spurs),Sean Elliott (Spurs),San Antonio Spurs,85,84,-1,yes,exact,src/data/players.ts,812
Shaedon Sharpe (2025-26),Shaedon Sharpe (2025-26),Portland Trail Blazers,86,85,-1,yes,exact,src/data/players-current-2026.ts,378
Shaquille O'Neal (Heat),Shaquille O'Neal (Heat),Miami Heat,92,91,-1,yes,exact,src/data/players.ts,383
Shaun Livingston (Nets),Shaun Livingston (Nets),Brooklyn Nets,81,80,-1,yes,exact,src/data/players.ts,915
Shaun Livingston (Warriors),Shaun Livingston (Warriors),Golden State Warriors,80,79,-1,yes,exact,src/data/players.ts,921
Shawn Marion,Shawn Marion,Phoenix Suns,86,85,-1,yes,exact,src/data/players.ts,483
Shawn Marion (Heat),Shawn Marion (Heat),Miami Heat,82,81,-1,yes,exact,src/data/players.ts,902
Sidney Moncrief,Sidney Moncrief,Milwaukee Bucks,91,90,-1,yes,exact,src/data/players.ts,713
Sidney Wicks (Blazers),Sidney Wicks (Blazers),Portland Trail Blazers,87,86,-1,yes,exact,src/data/players.ts,781
Spencer Haywood (SuperSonics),Spencer Haywood (SuperSonics),Oklahoma City Thunder,91,90,-1,yes,exact,src/data/players.ts,749
Spud Webb,Spud Webb,Atlanta Hawks,80,79,-1,yes,exact,src/data/players.ts,567
Stephen Curry (2025-26),Stephen Curry (2025-26),Golden State Warriors,91,90,-1,yes,exact,src/data/players-current-2026.ts,284
Stephen Jackson (Bobcats),Stephen Jackson (Bobcats),Charlotte Hornets,83,82,-1,yes,exact,src/data/players.ts,884
Stephon Castle (2025-26),Stephon Castle (2025-26),San Antonio Spurs,88,87,-1,yes,exact,src/data/players-current-2026.ts,260
Steve Francis,Steve Francis,Houston Rockets,87,86,-1,yes,exact,src/data/players.ts,683
Steve Francis (Magic),Steve Francis (Magic),Orlando Magic,85,84,-1,yes,exact,src/data/players.ts,813
Steve Nash (Lakers),Steve Nash (Lakers),Los Angeles Lakers,83,82,-1,yes,exact,src/data/players.ts,885
Steve Smith (Spurs),Steve Smith (Spurs),San Antonio Spurs,83,82,-1,yes,exact,src/data/players.ts,886
Stromile Swift,Stromile Swift,Memphis Grizzlies,81,80,-1,yes,exact,src/data/players.ts,705
Tacko Fall,Tacko Fall,Boston Celtics,76,75,-1,yes,exact,src/data/players.ts,700
Taj Gibson,Taj Gibson,Chicago Bulls,83,82,-1,yes,exact,src/data/players.ts,538
Tari Eason (2025-26),Tari Eason (2025-26),Houston Rockets,84,83,-1,yes,exact,src/data/players-current-2026.ts,399
Tayshaun Prince (Grizzlies),Tayshaun Prince (Grizzlies),Memphis Grizzlies,82,81,-1,yes,exact,src/data/players.ts,903
Terrell Brandon (Cavs),Terrell Brandon (Cavs),Cleveland Cavaliers,85,84,-1,yes,exact,src/data/players.ts,814
Terry Cummings (Bucks),Terry Cummings (Bucks),Milwaukee Bucks,88,87,-1,yes,exact,src/data/players.ts,769
Terry Porter (Blazers),Terry Porter (Blazers),Portland Trail Blazers,87,86,-1,yes,exact,src/data/players.ts,782
Tim Hardaway Jr. (2025-26),Tim Hardaway Jr. (2025-26),Denver Nuggets,83,82,-1,yes,exact,src/data/players-current-2026.ts,400
Tobias Harris (2025-26),Tobias Harris (2025-26),Detroit Pistons,85,84,-1,yes,exact,src/data/players-current-2026.ts,307
Tom Chambers,Tom Chambers,Phoenix Suns,87,86,-1,yes,exact,src/data/players.ts,570
Tom Chambers (SuperSonics),Tom Chambers (SuperSonics),Oklahoma City Thunder,85,84,-1,yes,exact,src/data/players.ts,815
Tom Gugliotta (Timberwolves),Tom Gugliotta (Timberwolves),Minnesota Timberwolves,83,82,-1,yes,exact,src/data/players.ts,887
Tony Allen,Tony Allen,Memphis Grizzlies,84,83,-1,yes,exact,src/data/players.ts,569
Tony Allen (Celtics),Tony Allen (Celtics),Boston Celtics,79,78,-1,yes,exact,src/data/players.ts,922
Tony Parker,Tony Parker,San Antonio Spurs,89,90,1,yes,exact,src/data/players.ts,449
Toumani Camara (2025-26),Toumani Camara (2025-26),Portland Trail Blazers,86,85,-1,yes,exact,src/data/players-current-2026.ts,308
Tracy McGrady (Raptors),Tracy McGrady (Raptors),Toronto Raptors,85,84,-1,yes,exact,src/data/players.ts,444
Tre Jones (2025-26),Tre Jones (2025-26),Chicago Bulls,84,83,-1,yes,exact,src/data/players-current-2026.ts,309
Trey Murphy III (2025-26),Trey Murphy III (2025-26),New Orleans Pelicans,89,88,-1,yes,exact,src/data/players-current-2026.ts,261
Tristan Thompson,Tristan Thompson,Cleveland Cavaliers,82,81,-1,yes,exact,src/data/players.ts,639
Tyreke Evans,Tyreke Evans,Sacramento Kings,83,82,-1,yes,exact,src/data/players.ts,529
Tyson Chandler (Knicks),Tyson Chandler (Knicks),New York Knicks,84,83,-1,yes,exact,src/data/players.ts,824
Vernon Maxwell (Rockets),Vernon Maxwell (Rockets),Houston Rockets,83,82,-1,yes,exact,src/data/players.ts,888
Victor Oladipo (Pacers),Victor Oladipo (Pacers),Indiana Pacers,86,85,-1,yes,exact,src/data/players.ts,793
Victor Wembanyama (2025-26),Victor Wembanyama (2025-26),San Antonio Spurs,95,94,-1,yes,exact,src/data/players-current-2026.ts,209
Vin Baker,Vin Baker,Milwaukee Bucks,84,83,-1,yes,exact,src/data/players.ts,675
Vlade Divac,Vlade Divac,Sacramento Kings,85,84,-1,yes,exact,src/data/players.ts,580
Vlade Divac (Lakers),Vlade Divac (Lakers),Los Angeles Lakers,83,82,-1,yes,exact,src/data/players.ts,889
Vladislav Goldin (2025-26),Vladislav Goldin (2025-26),Miami Heat,76,75,-1,yes,exact,src/data/players-current-2026.ts,607
Walker Kessler (2025-26),Walker Kessler (2025-26),Utah Jazz,86,85,-1,yes,exact,src/data/players-current-2026.ts,402
Wendell Carter Jr. (2025-26),Wendell Carter Jr. (2025-26),Orlando Magic,85,84,-1,yes,exact,src/data/players-current-2026.ts,286
Wendell Moore Jr. (2025-26),Wendell Moore Jr. (2025-26),Detroit Pistons,76,75,-1,yes,exact,src/data/players-current-2026.ts,620
Wesley Matthews (Blazers),Wesley Matthews (Blazers),Portland Trail Blazers,84,83,-1,yes,exact,src/data/players.ts,825
Wilson Chandler (Knicks),Wilson Chandler (Knicks),New York Knicks,81,80,-1,yes,exact,src/data/players.ts,916
World B. Free (Cavs),World B. Free (Cavs),Cleveland Cavaliers,87,86,-1,yes,exact,src/data/players.ts,783
Xavier Tillman Sr. (2025-26),Xavier Tillman Sr. (2025-26),Charlotte Hornets,76,75,-1,yes,exact,src/data/players-current-2026.ts,664
Yao Ming,Yao Ming,Houston Rockets,88,89,1,yes,exact,src/data/players.ts,452
Zach LaVine (2025-26),Zach LaVine (2025-26),Sacramento Kings,84,83,-1,yes,exact,src/data/players-current-2026.ts,425
Zach Randolph,Zach Randolph,Memphis Grizzlies,85,84,-1,yes,exact,src/data/players.ts,544
Zion Williamson,Zion Williamson,New Orleans Pelicans,87,86,-1,yes,exact,src/data/players.ts,557
Zion Williamson (2025-26),Zion Williamson (2025-26),New Orleans Pelicans,89,88,-1,yes,exact,src/data/players-current-2026.ts,263
Zydrunas Ilgauskas,Zydrunas Ilgauskas,Cleveland Cavaliers,85,84,-1,yes,exact,src/data/players.ts,637
Aaron Nesmith (2025-26),Aaron Nesmith (2025-26),Indiana Pacers,84,84,0,no,exact,src/data/players-current-2026.ts,450
Al Harrington,Al Harrington,Indiana Pacers,82,82,0,no,exact,src/data/players.ts,622
Al Harrington (Knicks),Al Harrington (Knicks),New York Knicks,83,83,0,no,exact,src/data/players.ts,623
Al Harrington (Warriors),Al Harrington (Warriors),Golden State Warriors,83,83,0,no,exact,src/data/players.ts,624
Alex Caruso (2025-26),Alex Caruso (2025-26),Oklahoma City Thunder,83,83,0,no,exact,src/data/players-current-2026.ts,471
Alex English,Alex English,Denver Nuggets,89,89,0,no,exact,src/data/players.ts,561
Alex Sarr (2025-26),Alex Sarr (2025-26),Washington Wizards,88,88,0,no,exact,src/data/players-current-2026.ts,311
Allan Houston,Allan Houston,New York Knicks,86,86,0,no,exact,src/data/players.ts,615
Allen Iverson (Nuggets),Allen Iverson (Nuggets),Denver Nuggets,89,89,0,no,exact,src/data/players.ts,419
Alonzo Mourning (Hornets),Alonzo Mourning (Hornets),Charlotte Hornets,89,89,0,no,exact,src/data/players.ts,477
Alvin Robertson,Alvin Robertson,Milwaukee Bucks,87,87,0,no,exact,src/data/players.ts,670
Amar'e Stoudemire (Knicks),Amar'e Stoudemire (Knicks),New York Knicks,86,86,0,no,exact,src/data/players.ts,497
Amar'e Stoudemire (Suns),Amar'e Stoudemire (Suns),Phoenix Suns,89,89,0,no,exact,src/data/players.ts,496
Andre Iguodala,Andre Iguodala,Philadelphia 76ers,86,86,0,no,exact,src/data/players.ts,524
Andre Iguodala (Warriors),Andre Iguodala (Warriors),Golden State Warriors,85,85,0,no,exact,src/data/players.ts,525
Andrea Bargnani,Andrea Bargnani,Toronto Raptors,82,82,0,no,exact,src/data/players.ts,499
Andrei Kirilenko,Andrei Kirilenko,Utah Jazz,85,85,0,no,exact,src/data/players.ts,539
Andrew Bogut,Andrew Bogut,Golden State Warriors,84,84,0,no,exact,src/data/players.ts,663
Antawn Jamison,Antawn Jamison,Washington Wizards,87,87,0,no,exact,src/data/players.ts,625
Artis Gilmore,Artis Gilmore,Chicago Bulls,89,89,0,no,exact,src/data/players.ts,581
Avery Bradley,Avery Bradley,Boston Celtics,83,83,0,no,exact,src/data/players.ts,528
Ben Simmons,Ben Simmons,Philadelphia 76ers,85,85,0,no,exact,src/data/players.ts,698
Bernard King,Bernard King,New York Knicks,87,87,0,no,exact,src/data/players.ts,459
Bill Laimbeer,Bill Laimbeer,Detroit Pistons,85,85,0,no,exact,src/data/players.ts,471
Billy Cunningham (76ers),Billy Cunningham (76ers),Philadelphia 76ers,93,93,0,no,exact,src/data/players.ts,737
Blake Griffin,Blake Griffin,Los Angeles Clippers,89,89,0,no,exact,src/data/players.ts,501
Bob McAdoo,Bob McAdoo,Los Angeles Clippers,87,87,0,no,exact,src/data/players.ts,457
Boris Diaw,Boris Diaw,Phoenix Suns,83,83,0,no,exact,src/data/players.ts,526
Bradley Beal,Bradley Beal,Washington Wizards,85,85,0,no,exact,src/data/players.ts,550
Brandon Ingram (Pelicans),Brandon Ingram (Pelicans),New Orleans Pelicans,86,86,0,no,exact,src/data/players.ts,843
Brandon Jennings,Brandon Jennings,Milwaukee Bucks,83,83,0,no,exact,src/data/players.ts,701
Brandon Roy,Brandon Roy,Portland Trail Blazers,90,90,0,no,exact,src/data/players.ts,558
Brian Scalabrine,Brian Scalabrine,Boston Celtics,76,76,0,no,exact,src/data/players.ts,644
Bryant Reeves,Bryant Reeves,Memphis Grizzlies,82,82,0,no,exact,src/data/players.ts,587
Byron Scott,Byron Scott,Los Angeles Lakers,83,83,0,no,exact,src/data/players.ts,673
Cade Cunningham (2025-26),Cade Cunningham (2025-26),Detroit Pistons,93,93,0,no,exact,src/data/players-current-2026.ts,218
Calvin Murphy,Calvin Murphy,Houston Rockets,85,85,0,no,exact,src/data/players.ts,611
Carlos Boozer,Carlos Boozer,Utah Jazz,87,87,0,no,exact,src/data/players.ts,536
Chauncey Billups,Chauncey Billups,Detroit Pistons,88,88,0,no,exact,src/data/players.ts,480
Chet Holmgren (2025-26),Chet Holmgren (2025-26),Oklahoma City Thunder,91,91,0,no,exact,src/data/players-current-2026.ts,219
Chris Andersen,Chris Andersen,Miami Heat,81,81,0,no,exact,src/data/players.ts,618
Chris Bosh (Raptors),Chris Bosh (Raptors),Toronto Raptors,88,88,0,no,exact,src/data/players.ts,498
Chris Mullin,Chris Mullin,Golden State Warriors,90,90,0,no,exact,src/data/players.ts,473
Chris Paul (Rockets),Chris Paul (Rockets),Houston Rockets,91,91,0,no,exact,src/data/players.ts,416
CJ McCollum (Blazers),CJ McCollum (Blazers),Portland Trail Blazers,87,87,0,no,exact,src/data/players.ts,466
Clint Capela,Clint Capela,Houston Rockets,84,84,0,no,exact,src/data/players.ts,597
Clyde Drexler (Rockets),Clyde Drexler (Rockets),Houston Rockets,90,90,0,no,exact,src/data/players.ts,427
Craig Ehlo (Cavs),Craig Ehlo (Cavs),Cleveland Cavaliers,82,82,0,no,exact,src/data/players.ts,870
Cutino Mobley,Cutino Mobley,Houston Rockets,85,85,0,no,exact,src/data/players.ts,684
Dan Issel,Dan Issel,Denver Nuggets,88,88,0,no,exact,src/data/players.ts,562
Dan Majerle,Dan Majerle,Phoenix Suns,84,84,0,no,exact,src/data/players.ts,672
Danny Granger,Danny Granger,Indiana Pacers,86,86,0,no,exact,src/data/players.ts,571
Danny Green,Danny Green,San Antonio Spurs,82,82,0,no,exact,src/data/players.ts,661
Danny Green (Raptors),Danny Green (Raptors),Toronto Raptors,81,81,0,no,exact,src/data/players.ts,728
Dave Cowens,Dave Cowens,Boston Celtics,87,87,0,no,exact,src/data/players.ts,456
David Lee,David Lee,New York Knicks,85,85,0,no,exact,src/data/players.ts,664
David Thompson,David Thompson,Denver Nuggets,90,90,0,no,exact,src/data/players.ts,560
David West,David West,New Orleans Pelicans,83,83,0,no,exact,src/data/players.ts,545
DeAndre Jordan,DeAndre Jordan,Los Angeles Clippers,86,86,0,no,exact,src/data/players.ts,667
Dejounte Murray (Spurs),Dejounte Murray (Spurs),San Antonio Spurs,85,85,0,no,exact,src/data/players.ts,868
DeMar DeRozan (Bulls),DeMar DeRozan (Bulls),Chicago Bulls,87,87,0,no,exact,src/data/players.ts,865
DeMarre Carroll,DeMarre Carroll,Atlanta Hawks,80,80,0,no,exact,src/data/players.ts,596
Deni Avdija (2025-26),Deni Avdija (2025-26),Portland Trail Blazers,90,90,0,no,exact,src/data/players-current-2026.ts,223
Dennis Johnson,Dennis Johnson,Boston Celtics,90,90,0,no,exact,src/data/players.ts,716
Dennis Rodman (Bulls),Dennis Rodman (Bulls),Chicago Bulls,90,90,0,no,exact,src/data/players.ts,461
Dennis Rodman (Pistons),Dennis Rodman (Pistons),Detroit Pistons,88,88,0,no,exact,src/data/players.ts,460
Dennis Scott,Dennis Scott,Orlando Magic,83,83,0,no,exact,src/data/players.ts,679
Deron Williams,Deron Williams,Utah Jazz,88,88,0,no,exact,src/data/players.ts,535
Derrick Rose,Derrick Rose,Chicago Bulls,93,93,0,no,exact,src/data/players.ts,509
Detlef Schrempf,Detlef Schrempf,Oklahoma City Thunder,86,86,0,no,exact,src/data/players.ts,613
Devin Booker (2025-26),Devin Booker (2025-26),Phoenix Suns,91,91,0,no,exact,src/data/players-current-2026.ts,226
Dikembe Mutombo,Dikembe Mutombo,Philadelphia 76ers,86,86,0,no,exact,src/data/players.ts,478
Dikembe Mutombo (Nuggets),Dikembe Mutombo (Nuggets),Denver Nuggets,87,87,0,no,exact,src/data/players.ts,479
Doc Rivers,Doc Rivers,Atlanta Hawks,82,82,0,no,exact,src/data/players.ts,429
Doug Christie,Doug Christie,Sacramento Kings,85,85,0,no,exact,src/data/players.ts,633
Drazen Petrovic,Drazen Petrovic,Brooklyn Nets,87,87,0,no,exact,src/data/players.ts,572
Earl Monroe,Earl Monroe,New York Knicks,89,89,0,no,exact,src/data/players.ts,398
Eddie Jones,Eddie Jones,Los Angeles Lakers,86,86,0,no,exact,src/data/players.ts,516
Emeka Okafor,Emeka Okafor,Charlotte Hornets,84,84,0,no,exact,src/data/players.ts,712
Eric Gordon,Eric Gordon,Houston Rockets,83,83,0,no,exact,src/data/players.ts,690
Eric Snow (76ers),Eric Snow (76ers),Philadelphia 76ers,82,82,0,no,exact,src/data/players.ts,721
Fat Lever,Fat Lever,Denver Nuggets,88,88,0,no,exact,src/data/players.ts,714
Fred Van Vleet (Raptors),Fred Van Vleet (Raptors),Toronto Raptors,85,85,0,no,exact,src/data/players.ts,730
Gary Payton,Gary Payton,Oklahoma City Thunder,90,90,0,no,exact,src/data/players.ts,437
Giannis Antetokounmpo (2025-26),Giannis Antetokounmpo (2025-26),Milwaukee Bucks,95,95,0,no,exact,src/data/players-current-2026.ts,207
Gilbert Arenas,Gilbert Arenas,Washington Wizards,87,87,0,no,exact,src/data/players.ts,549
Glen Rice,Glen Rice,Charlotte Hornets,86,86,0,no,exact,src/data/players.ts,515
Gordon Hayward (Jazz),Gordon Hayward (Jazz),Utah Jazz,86,86,0,no,exact,src/data/players.ts,854
Harrison Barnes (Warriors),Harrison Barnes (Warriors),Golden State Warriors,83,83,0,no,exact,src/data/players.ts,464
Hedo Turkoglu,Hedo Turkoglu,Orlando Magic,84,84,0,no,exact,src/data/players.ts,583
Hersey Hawkins,Hersey Hawkins,Oklahoma City Thunder,85,85,0,no,exact,src/data/players.ts,438
Horace Grant,Horace Grant,Chicago Bulls,85,85,0,no,exact,src/data/players.ts,671
Isaiah Thomas,Isaiah Thomas,Boston Celtics,85,85,0,no,exact,src/data/players.ts,527
J.J. Redick,J.J. Redick,Orlando Magic,83,83,0,no,exact,src/data/players.ts,649
J.J. Redick (Clippers),J.J. Redick (Clippers),Los Angeles Clippers,84,84,0,no,exact,src/data/players.ts,656
Ja Morant (2025-26),Ja Morant (2025-26),Memphis Grizzlies,87,87,0,no,exact,src/data/players-current-2026.ts,457
Jalen Brunson (2025-26),Jalen Brunson (2025-26),New York Knicks,91,91,0,no,exact,src/data/players-current-2026.ts,232
Jalen Johnson (2025-26),Jalen Johnson (2025-26),Atlanta Hawks,92,92,0,no,exact,src/data/players-current-2026.ts,234
Jalen Rose,Jalen Rose,Indiana Pacers,85,85,0,no,exact,src/data/players.ts,616
Jamal Crawford,Jamal Crawford,Los Angeles Clippers,84,84,0,no,exact,src/data/players.ts,692
Jamal Mashburn,Jamal Mashburn,Dallas Mavericks,87,87,0,no,exact,src/data/players.ts,564
Jamal Tinsley,Jamal Tinsley,Indiana Pacers,83,83,0,no,exact,src/data/players.ts,620
Jamal Wilkes,Jamal Wilkes,Los Angeles Lakers,87,87,0,no,exact,src/data/players.ts,610
Jameer Nelson,Jameer Nelson,Orlando Magic,84,84,0,no,exact,src/data/players.ts,646
James Harden (Clippers),James Harden (Clippers),Los Angeles Clippers,90,90,0,no,exact,src/data/players.ts,433
Jaren Jackson Jr.,Jaren Jackson Jr.,Memphis Grizzlies,87,87,0,no,exact,src/data/players.ts,585
Jason Kidd (Mavericks),Jason Kidd (Mavericks),Dallas Mavericks,85,85,0,no,exact,src/data/players.ts,506
Jason Richardson,Jason Richardson,Golden State Warriors,85,85,0,no,exact,src/data/players.ts,687
Jason Terry,Jason Terry,Dallas Mavericks,84,84,0,no,exact,src/data/players.ts,577
Jay Williams,Jay Williams,Chicago Bulls,80,80,0,no,exact,src/data/players.ts,704
Jaylen Brown (2025-26),Jaylen Brown (2025-26),Boston Celtics,92,92,0,no,exact,src/data/players-current-2026.ts,237
Jeff Hornacek,Jeff Hornacek,Phoenix Suns,85,85,0,no,exact,src/data/players.ts,485
Jeremy Lin,Jeremy Lin,New York Knicks,82,82,0,no,exact,src/data/players.ts,691
Jermaine O'Neal,Jermaine O'Neal,Indiana Pacers,87,87,0,no,exact,src/data/players.ts,513
Jerry Stackhouse,Jerry Stackhouse,Dallas Mavericks,83,83,0,no,exact,src/data/players.ts,632
Jimmer Fredette,Jimmer Fredette,Sacramento Kings,80,80,0,no,exact,src/data/players.ts,702
Jimmy Butler (76ers),Jimmy Butler (76ers),Philadelphia 76ers,88,88,0,no,exact,src/data/players.ts,875
Jimmy Butler (Timberwolves),Jimmy Butler (Timberwolves),Minnesota Timberwolves,88,88,0,no,exact,src/data/players.ts,874
Joakim Noah,Joakim Noah,Chicago Bulls,85,85,0,no,exact,src/data/players.ts,522
Joe Dumars,Joe Dumars,Detroit Pistons,88,88,0,no,exact,src/data/players.ts,606
Joe Johnson,Joe Johnson,Atlanta Hawks,86,86,0,no,exact,src/data/players.ts,589
John Starks,John Starks,New York Knicks,84,84,0,no,exact,src/data/players.ts,612
John Wall,John Wall,Washington Wizards,89,89,0,no,exact,src/data/players.ts,514
Josh Smith (Hawks),Josh Smith (Hawks),Atlanta Hawks,85,85,0,no,exact,src/data/players.ts,590
Jrue Holiday (Bucks),Jrue Holiday (Bucks),Milwaukee Bucks,87,87,0,no,exact,src/data/players.ts,772
Jrue Holiday (Celtics),Jrue Holiday (Celtics),Boston Celtics,87,87,0,no,exact,src/data/players.ts,867
Jrue Holiday (Pelicans),Jrue Holiday (Pelicans),New Orleans Pelicans,84,84,0,no,exact,src/data/players.ts,842
Julius Erving,Julius Erving,Philadelphia 76ers,95,95,0,no,exact,src/data/players.ts,399
Karl-Anthony Towns (Wolves),Karl-Anthony Towns (Wolves),Minnesota Timberwolves,88,88,0,no,exact,src/data/players.ts,841
Keith Van Horn,Keith Van Horn,Brooklyn Nets,83,83,0,no,exact,src/data/players.ts,628
Keldon Johnson (2025-26),Keldon Johnson (2025-26),San Antonio Spurs,84,84,0,no,exact,src/data/players-current-2026.ts,299
Kemba Walker,Kemba Walker,Charlotte Hornets,86,86,0,no,exact,src/data/players.ts,493
Kemba Walker (Celtics),Kemba Walker (Celtics),Boston Celtics,88,88,0,no,exact,src/data/players.ts,853
Kendrick Perkins,Kendrick Perkins,Boston Celtics,82,82,0,no,exact,src/data/players.ts,643
Kenny Smith,Kenny Smith,Houston Rockets,82,82,0,no,exact,src/data/players.ts,605
Kerry Kittles,Kerry Kittles,Brooklyn Nets,82,82,0,no,exact,src/data/players.ts,627
Kevin Durant (Suns),Kevin Durant (Suns),Phoenix Suns,90,90,0,no,exact,src/data/players.ts,850
Kevin Love (Cavs),Kevin Love (Cavs),Cleveland Cavaliers,86,86,0,no,exact,src/data/players.ts,532
Kevin Love (Timberwolves),Kevin Love (Timberwolves),Minnesota Timberwolves,87,87,0,no,exact,src/data/players.ts,531
Kevin Martin,Kevin Martin,Sacramento Kings,85,85,0,no,exact,src/data/players.ts,688
Khris Middleton (Bucks),Khris Middleton (Bucks),Milwaukee Bucks,86,86,0,no,exact,src/data/players.ts,519
Kristaps Porzingis (Celtics),Kristaps Porzingis (Celtics),Boston Celtics,89,89,0,no,exact,src/data/players.ts,855
Kyle Korver,Kyle Korver,Atlanta Hawks,83,83,0,no,exact,src/data/players.ts,594
Kyle Korver (Bulls),Kyle Korver (Bulls),Chicago Bulls,81,81,0,no,exact,src/data/players.ts,595
Kyle Lowry (Raptors),Kyle Lowry (Raptors),Toronto Raptors,88,88,0,no,exact,src/data/players.ts,727
Kyrie Irving (Celtics),Kyrie Irving (Celtics),Boston Celtics,92,92,0,no,exact,src/data/players.ts,852
Kyrie Irving (Mavs),Kyrie Irving (Mavs),Dallas Mavericks,89,89,0,no,exact,src/data/players.ts,491
Kyrie Irving (Nets),Kyrie Irving (Nets),Brooklyn Nets,91,91,0,no,exact,src/data/players.ts,851
LaMarcus Aldridge,LaMarcus Aldridge,Portland Trail Blazers,88,88,0,no,exact,src/data/players.ts,559
Larry Johnson (Knicks),Larry Johnson (Knicks),New York Knicks,84,84,0,no,exact,src/data/players.ts,534
Luis Scola,Luis Scola,Houston Rockets,84,84,0,no,exact,src/data/players.ts,604
Luka Doncic (2025-26),Luka Doncic (2025-26),Los Angeles Lakers,95,95,0,no,exact,src/data/players-current-2026.ts,208
Mahmoud Abdul-Rauf,Mahmoud Abdul-Rauf,Denver Nuggets,83,83,0,no,exact,src/data/players.ts,677
Manu Ginobili,Manu Ginobili,San Antonio Spurs,88,88,0,no,exact,src/data/players.ts,448
Manute Bol,Manute Bol,Golden State Warriors,81,81,0,no,exact,src/data/players.ts,548
Marc Gasol,Marc Gasol,Memphis Grizzlies,87,87,0,no,exact,src/data/players.ts,512
Marcus Camby,Marcus Camby,Denver Nuggets,87,87,0,no,exact,src/data/players.ts,626
Marcus Camby (Knicks),Marcus Camby (Knicks),New York Knicks,84,84,0,no,exact,src/data/players.ts,722
Mario Chalmers,Mario Chalmers,Miami Heat,80,80,0,no,exact,src/data/players.ts,659
Mark Aguirre,Mark Aguirre,Dallas Mavericks,87,87,0,no,exact,src/data/players.ts,575
Mark Eaton,Mark Eaton,Utah Jazz,84,84,0,no,exact,src/data/players.ts,584
Mark Jackson,Mark Jackson,Indiana Pacers,86,86,0,no,exact,src/data/players.ts,619
Mark Price (Cavs),Mark Price (Cavs),Cleveland Cavaliers,89,89,0,no,exact,src/data/players.ts,871
Maurice Cheeks,Maurice Cheeks,Philadelphia 76ers,88,88,0,no,exact,src/data/players.ts,710
Mehmet Okur,Mehmet Okur,Utah Jazz,85,85,0,no,exact,src/data/players.ts,540
Michael Cooper,Michael Cooper,Los Angeles Lakers,85,85,0,no,exact,src/data/players.ts,674
Michael Finley,Michael Finley,Dallas Mavericks,86,86,0,no,exact,src/data/players.ts,576
Michael Jordan (Wizards),Michael Jordan (Wizards),Washington Wizards,86,86,0,no,exact,src/data/players.ts,847
Michael Redd,Michael Redd,Milwaukee Bucks,86,86,0,no,exact,src/data/players.ts,685
Mike Bibby,Mike Bibby,Sacramento Kings,84,84,0,no,exact,src/data/players.ts,579
Mike Conley,Mike Conley,Memphis Grizzlies,85,85,0,no,exact,src/data/players.ts,586
Mitch Richmond,Mitch Richmond,Golden State Warriors,87,87,0,no,exact,src/data/players.ts,511
Mo Williams,Mo Williams,Cleveland Cavaliers,83,83,0,no,exact,src/data/players.ts,640
Nate Robinson,Nate Robinson,New York Knicks,80,80,0,no,exact,src/data/players.ts,695
Nate Thurmond (Warriors),Nate Thurmond (Warriors),Golden State Warriors,93,93,0,no,exact,src/data/players.ts,739
Nick Young,Nick Young,Los Angeles Lakers,80,80,0,no,exact,src/data/players.ts,707
O.J. Mayo,O.J. Mayo,Memphis Grizzlies,83,83,0,no,exact,src/data/players.ts,530
OG Anunoby (Raptors),OG Anunoby (Raptors),Toronto Raptors,84,84,0,no,exact,src/data/players.ts,729
Otto Porter Jr.,Otto Porter Jr.,Washington Wizards,83,83,0,no,exact,src/data/players.ts,734
P.J. Brown,P.J. Brown,New Orleans Pelicans,83,83,0,no,exact,src/data/players.ts,546
P.J. Tucker,P.J. Tucker,Houston Rockets,80,80,0,no,exact,src/data/players.ts,598
Patrick Ewing (2000 Knicks),Patrick Ewing (2000 Knicks),New York Knicks,88,88,0,no,exact,src/data/players.ts,724
Paul Arizin (Warriors),Paul Arizin (Warriors),Golden State Warriors,93,93,0,no,exact,src/data/players.ts,740
Paul George,Paul George,Indiana Pacers,89,89,0,no,exact,src/data/players.ts,469
Paul George (Clippers),Paul George (Clippers),Los Angeles Clippers,88,88,0,no,exact,src/data/players.ts,860
Peja Stojakovic,Peja Stojakovic,Sacramento Kings,85,85,0,no,exact,src/data/players.ts,486
Peja Stojakovic (Hornets),Peja Stojakovic (Hornets),New Orleans Pelicans,83,83,0,no,exact,src/data/players.ts,487
Raja Bell (Suns),Raja Bell (Suns),Phoenix Suns,83,83,0,no,exact,src/data/players.ts,726
Ralph Sampson,Ralph Sampson,Houston Rockets,86,86,0,no,exact,src/data/players.ts,547
Rashard Lewis,Rashard Lewis,Orlando Magic,85,85,0,no,exact,src/data/players.ts,582
Rasheed Wallace,Rasheed Wallace,Detroit Pistons,85,85,0,no,exact,src/data/players.ts,494
Rasheed Wallace (Blazers),Rasheed Wallace (Blazers),Portland Trail Blazers,88,88,0,no,exact,src/data/players.ts,768
Ray Allen (Celtics),Ray Allen (Celtics),Boston Celtics,89,89,0,no,exact,src/data/players.ts,441
Ray Allen (Heat),Ray Allen (Heat),Miami Heat,86,86,0,no,exact,src/data/players.ts,442
Richard Jefferson,Richard Jefferson,Brooklyn Nets,84,84,0,no,exact,src/data/players.ts,573
